PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-005   1.2045035402587824E-005   1.4508287784959399E-005   1.7475284000076841E-005   2.1049041445120205E-005   2.5353644939701121E-005   3.0538555088334155E-005   3.6783797718286335E-005   4.4306214575838820E-005   5.3366992312063096E-005   6.4280731172843206E-005   7.7426368268112701E-005   9.3260334688321990E-005   1.1233240329780277E-004   1.3530477745798069E-004   1.6297508346206443E-004   1.9630406500402715E-004   2.3644894126454075E-004   2.8480358684358022E-004   3.4304692863149175E-004   4.1320124001153368E-004   4.9770235643321122E-004   5.9948425031894099E-004   7.2208090183854638E-004   8.6974900261778355E-004   1.0476157527896652E-003   1.2618568830660211E-003   1.5199110829529332E-003   1.8307382802953678E-003   2.2051307399030455E-003   2.6560877829466872E-003   3.1992671377973850E-003   3.8535285937105314E-003   4.6415888336127781E-003   5.5908101825122231E-003   6.7341506577508212E-003   8.1113083078968740E-003   9.7700995729922569E-003   1.1768119524349981E-002   1.4174741629268050E-002   1.7073526474706908E-002   2.0565123083486517E-002   2.4770763559917114E-002   2.9836472402833405E-002   3.5938136638046264E-002   4.3287612810830572E-002   5.2140082879996850E-002   6.2802914418342543E-002   7.5646332755462911E-002   9.1116275611548961E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
   1.0000000000500000        1.0501146185291783        1.1046444104904334        1.1640826282105659        1.2289889720926521        1.3000000000000000     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  1.0464996E-01  3.9399960E-01  3.3825822E-01  5.2301869E-02  3.4335387E-01  3.9944770E-01  1.0449351E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1001349E-01  4.0472084E-01  3.5031643E-01  8.8546175E-02  3.5548612E-01  4.1027810E-01  1.0985143E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1713826E-01  4.1814451E-01  3.6521840E-01  1.5238880E-01  3.7046282E-01  4.2381801E-01  1.1696945E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2672029E-01  4.3511252E-01  3.8382990E-01  2.7741535E-01  3.8914905E-01  4.4091082E-01  1.2654320E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3930722E-01  4.5544669E-01  4.0587337E-01  5.4722742E-01  4.1126712E-01  4.6138110E-01  1.3911974E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  7.4334011E-12  1.5590889E-01  4.7935822E-01  4.3147159E-01  1.2788070E+00  4.3693922E-01  4.8544349E-01  1.5570807E-01  7.4551060E-12  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0014486E-01  3.8419234E-01  3.3107552E-01  3.7592242E-02  3.3652394E-01  3.9013006E-01  9.9976373E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0538687E-01  3.9472034E-01  3.4290318E-01  6.7198117E-02  3.4843037E-01  4.0077114E-01  1.0521235E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1231949E-01  4.0779372E-01  3.5740467E-01  1.2152547E-01  3.6301101E-01  4.1396274E-01  1.1213767E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2161495E-01  4.2420727E-01  3.7539574E-01  2.3345867E-01  3.8108083E-01  4.3050020E-01  1.2142412E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3382734E-01  4.4382386E-01  3.9664628E-01  4.9073425E-01  4.0240936E-01  4.5024762E-01  1.3362517E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00 -4.0735665E-11  1.4994667E-01  4.6683858E-01  4.2126497E-01  1.2308134E+00  4.2710446E-01  4.7340161E-01  1.4972989E-01 -4.0611056E-11  0.0000000E+00
 0.0000000E+00  0.0000000E+00  9.5220228E-02  3.7406520E-01  3.2343984E-01  2.9131593E-02  3.2929267E-01  3.8045264E-01  9.5039525E-02  0.0000000E+00  0.0000000E+00
